id,mid,user_id,screen_name,created_at,text,reposts_count,comments_count,attitudes_count,source,pic_urls,video_url,location,topic
5180741275353138,5180741275353138,6631964550,宇树王兴兴,Mon Jun 23 16:47:15 +0800 2025,开启新地图各位即将进入大学的同学们，大家好。我是宇树科技创始人王兴兴。大学不同于高中，方向千行百业，每个人的可选择性非常多，每个人有更多的自我发挥空间，在面对影响自己未来的专业选择上，难免会感到迷茫。在这个AI+机器人的时代，站在这个激动人心又充满不确定性的技术爆发点前，如 ...全文,2890,249,4923,微博网页版,[],,,科技
5181195122907263,5181195122907263,1216826604,wu2198,Tue Jun 24 22:50:42 +0800 2025,美国股市目前是真科技、硬科技领涨。道指涨353点、纳指涨228点！ ,9,86,5709,,[],,,科技
